"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2023-11-20 21:13:46","Tutos","Sentadillas en máquina Smith","1","80","10","","","kg",
"2023-11-20 21:13:46","Tutos","Sentadillas en máquina Smith","2","80","10","","","kg",
"2023-11-20 21:13:46","Tutos","Sentadillas en máquina Smith","3","80","8","","","kg",
"2023-11-20 21:13:46","Tutos","Sentadillas en máquina Smith","4","80","7","","","kg",
"2023-11-20 21:13:46","Tutos","Elevación de pantorrillas en máquina parado","1","80","12","","","kg",
"2023-11-20 21:13:46","Tutos","Elevación de pantorrillas en máquina parado","2","80","10","","","kg",
"2023-11-20 21:13:46","Tutos","Elevación de pantorrillas en máquina parado","3","80","8","","","kg",
"2023-11-20 21:13:46","Tutos","Elevación de pantorrillas en máquina parado","4","80","7","","","kg",
"2023-11-20 21:13:46","Tutos","Hiperextensiones","1","10","12","","","kg",
"2023-11-20 21:13:46","Tutos","Hiperextensiones","2","10","12","","","kg",
"2023-11-20 21:13:46","Tutos","Hiperextensiones","3","10","10","","","kg",
"2023-11-20 21:13:46","Tutos","Hiperextensiones","4","10","10","","","kg",
"2023-11-20 21:13:46","Tutos","Extensiones de piernas","1","65","12","","","kg",
"2023-11-20 21:13:46","Tutos","Extensiones de piernas","2","65","11","","","kg",
"2023-11-20 21:13:46","Tutos","Extensiones de piernas","3","65","10","","","kg",
"2023-11-20 21:13:46","Tutos","Extensiones de piernas","4","65","9","","","kg",
"2023-11-20 21:13:46","Tutos","Curl de piernas sentado","1","60","11","","","kg",
"2023-11-20 21:13:46","Tutos","Curl de piernas sentado","2","60","7","","","kg",
"2023-11-20 21:13:46","Tutos","Curl de piernas sentado","3","60","6","","","kg",
"2023-11-20 21:13:46","Tutos","Abdominales","1","10","14","","","kg",
"2023-11-20 21:13:46","Tutos","Abdominales","2","10","10","","","kg",
"2023-11-20 21:13:46","Tutos","Abdominales","3","10","10","","","kg",
"2023-11-20 21:13:46","Tutos","Abdominales","4","10","9","","","kg",
"2023-11-21 19:02:41","Empuje","Press de banca con barra","1","70","8","","","kg",
"2023-11-21 19:02:41","Empuje","Press de banca con barra","2","70","6","","","kg",
"2023-11-21 19:02:41","Empuje","Press de banca con barra","3","70","6","","","kg",
"2023-11-21 19:02:41","Empuje","Press de banca con barra","4","65","7","","","kg",
"2023-11-21 19:02:41","Empuje","Press inclinado con mancuernas","1","44","9","","","kg",
"2023-11-21 19:02:41","Empuje","Press inclinado con mancuernas","2","44","8","","","kg",
"2023-11-21 19:02:41","Empuje","Press inclinado con mancuernas","3","44","6","","","kg",
"2023-11-21 19:02:41","Empuje","Press inclinado con mancuernas","4","44","6","","","kg",
"2023-11-21 19:02:41","Empuje","Extensión de tríceps con polea sobre la cabeza","1","15","9","","","kg",
"2023-11-21 19:02:41","Empuje","Extensión de tríceps con polea sobre la cabeza","2","15","6","","","kg",
"2023-11-21 19:02:41","Empuje","Extensión de tríceps con polea sobre la cabeza","3","12.5","8","","","kg",
"2023-11-21 19:02:41","Empuje","Extensión de tríceps en polea alta","1","15","8","","","kg",
"2023-11-21 19:02:41","Empuje","Extensión de tríceps en polea alta","2","15","7","","","kg",
"2023-11-21 19:02:41","Empuje","Extensión de tríceps en polea alta","3","15","7","","","kg",
"2023-11-21 19:02:41","Empuje","Remo vertical con polea","1","5","11","","","kg",
"2023-11-21 19:02:41","Empuje","Remo vertical con polea","2","5","10","","","kg",
"2023-11-21 19:02:41","Empuje","Remo vertical con polea","3","5","9","","","kg",
"2023-11-21 19:02:41","Empuje","Remo vertical con polea","4","5","8","","","kg",
"2023-11-21 19:02:41","Empuje","Press de hombro sentado en máquina","1","27.5","9","","","kg",
"2023-11-21 19:02:41","Empuje","Press de hombro sentado en máquina","2","27.5","7","","","kg",
"2023-11-21 19:02:41","Empuje","Press de hombro sentado en máquina","3","27.5","7","","","kg",
"2023-11-21 19:02:41","Empuje","Press de hombro sentado en máquina","4","27.5","6","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Remo con barra en máquina Smith","1","55","5","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Remo con barra en máquina Smith","2","50","7","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Remo con barra en máquina Smith","3","50","7","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Remo con barra en máquina Smith","4","50","6","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Jalón en polea con agarre cerrado","1","75","10","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Jalón en polea con agarre cerrado","2","75","8","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Jalón en polea con agarre cerrado","3","75","7","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Jalón en polea con agarre cerrado","4","75","6","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Curls martillo con mancuernas","1","32","8","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Curls martillo con mancuernas","2","32","6","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Curls martillo con mancuernas","3","24","11","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Curls martillo con mancuernas","4","24","8","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Apertura de espalda en máquina","1","40","12","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Apertura de espalda en máquina","2","40","10","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Apertura de espalda en máquina","3","40","8","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Apertura de espalda en máquina","4","40","7","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Curls de bícep inclinado con mancuernas","1","20","10","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Curls de bícep inclinado con mancuernas","2","20","8","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Curls de bícep inclinado con mancuernas","3","20","6","","","kg",
"2023-11-22 18:19:23","Jalon Metropole","Curls de bícep inclinado con mancuernas","4","20","5","","","kg",
"2023-11-24 19:01:47","Tutos","Sentadillas en máquina Smith","1","80","10","","","kg",
"2023-11-24 19:01:47","Tutos","Sentadillas en máquina Smith","2","80","8","","","kg",
"2023-11-24 19:01:47","Tutos","Sentadillas en máquina Smith","3","80","8","","","kg",
"2023-11-24 19:01:47","Tutos","Sentadillas en máquina Smith","4","80","7","","","kg",
"2023-11-24 19:01:47","Tutos","Hiperextensiones","1","10","13","","","kg",
"2023-11-24 19:01:47","Tutos","Hiperextensiones","2","10","10","","","kg",
"2023-11-24 19:01:47","Tutos","Hiperextensiones","3","10","10","","","kg",
"2023-11-24 19:01:47","Tutos","Hiperextensiones","4","10","9","","","kg",
"2023-11-24 19:01:47","Tutos","Extensiones de piernas","1","65","14","","","kg",
"2023-11-24 19:01:47","Tutos","Extensiones de piernas","2","65","10","","","kg",
"2023-11-24 19:01:47","Tutos","Extensiones de piernas","3","65","8","","","kg",
"2023-11-24 19:01:47","Tutos","Extensiones de piernas","4","65","8","","","kg",
"2023-11-24 19:01:47","Tutos","Curl de piernas sentado","1","60","11","","","kg",
"2023-11-24 19:01:47","Tutos","Curl de piernas sentado","2","60","10","","","kg",
"2023-11-24 19:01:47","Tutos","Curl de piernas sentado","3","60","7","","","kg",
"2023-11-24 19:01:47","Tutos","Abdominales","1","10","15","","","kg",
"2023-11-24 19:01:47","Tutos","Abdominales","2","10","10","","","kg",
"2023-11-24 19:01:47","Tutos","Abdominales","3","10","9","","","kg",
"2023-11-24 19:01:47","Tutos","Abdominales","4","10","9","","","kg",
